,station_name,poi_name,latitude,longitude,address,distance_m,category
2702,"3rd & Wildey, Liberty Lands Park",Poke Bowl,39.96565635888703,-75.14059436553752,"958 N 2nd St, Philadelphia, PA 19123",157,Poke Restaurant
2703,"3rd & Wildey, Liberty Lands Park",Apricot Stone,39.967402573897,-75.14109220678496,"426 W Girard Ave (btwn W George St & W Wildey St), Philadelphia, PA 19123",152,Mediterranean Restaurant
2704,"3rd & Wildey, Liberty Lands Park",One Shot Cafe,39.967631,-75.1407,"217 W George St (at American St), Philadelphia, PA 19123",193,Café
2706,"3rd & Wildey, Liberty Lands Park",Cantina Dos Segundos,39.96487049573255,-75.1405111980139,"931 N 2nd St, Philadelphia, PA 19123",218,Mexican Restaurant
2715,19th & Oregon,McCusker's Tavern,39.91856731912533,-75.17576779233993,"2601 S 17th St, Philadelphia, PA 19145",332,Dive Bar
2718,19th & Oregon,China House No.5,39.918608401248896,-75.18316139034425,"2123 W Oregon Ave, Philadelphia, PA 19145",310,Chinese Restaurant
2726,American & Oxford,Reanimator Coffee,39.97244167095113,-75.14115157563333,"310 W Master St (at Germantown Ave), Philadelphia, PA 19122",301,Café
2728,American & Oxford,Que Chula Es Puebla,39.972368,-75.139082,"1356 N 2nd St (at Master St), Philadelphia, PA 19122",306,Mexican Restaurant
2733,44th & Haverford,Kaffa Crossing,39.95686570269632,-75.21052270723752,"4421 Chestnut St, Philadelphia, PA 19104",665,Ethiopian Restaurant
2734,44th & Haverford,Kilimandjaro,39.95676607480428,-75.2089249938346,"4301 Chestnut St (btwn S 44th & S 43rd St), Philadelphia, PA 19104",712,African Restaurant
2739,44th & Haverford,Quality Taste Jamaican Restaurant & Jerk Hut,39.96309900792833,-75.20271181699856,"4002 Lancaster Ave, Philadelphia, PA 19104",779,Caribbean Restaurant
2741,"26th & Moore, Vare Recreation Center",Bailey's,39.934227087676476,-75.18855012583279,"1524 S Bailey St, Philadelphia, PA 19146",391,Bar
2756,23rd & Market,Erawan Thai Cuisine,39.95175967423992,-75.17835023927651,"123 S 23rd St (btw Sansom & Walnut), Philadelphia, PA 19103",283,Thai Restaurant
2757,23rd & Market,Vic Sushi Bar,39.95147676145491,-75.17494806114004,"2035 Sansom St, Philadelphia, PA 19103",382,Sushi Restaurant
2758,23rd & Market,JJ Thai Cuisine,39.95207282040172,-75.17473535565695,"2028 Chestnut St, Philadelphia, PA 19103",344,Thai Restaurant
